State,County,Year,Poverty_Rate,Median_Household_Income,Total_Population,Pct_Employed_Management,Pct_Employed_Service,Pct_Employed_Sales,Pct_Employed_Construction,Pct_Employed_Production,Center_Care_Medium_Price_Infant,Family_Care_Medium_Price_Infant,Family_Care_to_Center_Care_Discount%,Center_Care_Price_Quartile,Family_Care_Price_Quartile
Virginia,Alexandria City,2016,9.8,89200,151473,58.4,15.9,17.1,4.1,4.5,391.67,253.33,0.3532,Q4 (High Cost),Q4 (High Cost)
Massachusetts,Norfolk County,2020,6.0,105320,703740,55.5,13.9,19.0,5.4,6.0,505.5,334.88,0.3375,Q4 (High Cost),Q4 (High Cost)
Virginia,Loudoun County,2009,2.8,112021,277465,55.6,11.3,22.6,5.6,4.9,288.5,190.0,0.3414,Q4 (High Cost),Q4 (High Cost)
Illinois,DuPage County,2022,6.3,107035,930559,49.0,12.4,21.8,5.4,11.5,374.33,234.5,0.3735,Q4 (High Cost),Q4 (High Cost)
Texas,Crockett County,2022,9.3,64103,2949,40.1,6.9,16.8,24.3,11.9,113.0,102.0,0.0973,Q1 (Low Cost),Q2
New York,Westchester County,2021,8.2,105387,999723,50.7,16.7,18.9,6.8,6.8,331.33,296.33,0.1056,Q4 (High Cost),Q4 (High Cost)
New York,Saratoga County,2022,6.6,97038,236328,49.0,14.5,20.7,6.6,9.2,285.0,230.0,0.193,Q4 (High Cost),Q4 (High Cost)
New Jersey,Bergen County,2020,6.4,104623,931275,50.4,12.9,22.2,5.7,8.9,301.81,200.45,0.3358,Q4 (High Cost),Q4 (High Cost)
Maryland,Calvert County,2019,4.6,109313,91511,43.1,16.1,19.9,13.1,7.8,279.24,215.6,0.2279,Q4 (High Cost),Q4 (High Cost)
Hawaii,Kalawao County,2018,10.6,61875,75,19.3,42.1,22.8,3.5,12.3,280.0,149.23,0.467,Q4 (High Cost),Q4 (High Cost)
Georgia,Fulton County,2022,12.5,86267,1061944,55.6,11.8,20.5,3.2,9.0,205.0,163.0,0.2049,Q4 (High Cost),Q4 (High Cost)
California,San Francisco County,2017,11.7,96265,864263,55.0,16.5,19.5,3.5,5.5,441.55,308.18,0.302,Q4 (High Cost),Q4 (High Cost)
Texas,Denton County,2022,7.4,104180,914870,50.2,12.5,22.2,6.0,9.2,191.0,167.0,0.1257,Q4 (High Cost),Q4 (High Cost)
Georgia,Forsyth County,2020,5.2,112834,236605,53.3,11.1,22.9,5.5,7.2,195.0,157.0,0.1949,Q4 (High Cost),Q4 (High Cost)
Virginia,Poquoson City,2022,4.5,114503,12479,50.3,12.2,20.3,6.8,10.4,234.55,195.19,0.1678,Q4 (High Cost),Q4 (High Cost)
Minnesota,Wright County,2022,4.8,102980,142543,41.7,11.9,21.1,12.1,13.2,247.0,176.67,0.2847,Q4 (High Cost),Q4 (High Cost)
Massachusetts,Middlesex County,2020,7.2,106202,1605899,58.2,13.1,17.1,5.0,6.6,458.78,275.0,0.4006,Q4 (High Cost),Q4 (High Cost)
Virginia,Goochland County,2022,4.2,105600,24906,49.0,14.2,22.8,8.1,5.9,293.62,200.14,0.3184,Q4 (High Cost),Q4 (High Cost)
Virginia,Alexandria City,2013,8.4,85706,143684,58.0,15.9,17.6,4.1,4.5,348.0,250.0,0.2816,Q4 (High Cost),Q4 (High Cost)
New Jersey,Middlesex County,2022,8.4,105206,860147,48.5,11.9,20.2,5.8,13.5,313.94,203.59,0.3515,Q4 (High Cost),Q4 (High Cost)
Virginia,Alexandria City,2012,8.0,83996,140337,58.7,14.8,17.4,4.6,4.4,332.0,250.0,0.247,Q4 (High Cost),Q4 (High Cost)
Connecticut,Fairfield County,2022,8.9,106821,961913,48.4,15.9,20.6,7.5,7.4,425.0,300.0,0.2941,Q4 (High Cost),Q4 (High Cost)
Ohio,Union County,2022,5.2,104496,63411,46.7,11.6,20.0,6.9,14.8,295.0,200.0,0.322,Q4 (High Cost),Q4 (High Cost)
Virginia,Alexandria City,2014,8.7,87319,146422,57.9,16.0,17.5,3.9,4.7,364.0,250.0,0.3132,Q4 (High Cost),Q4 (High Cost)
Virginia,Fairfax County,2017,6.1,117515,1142004,56.6,14.7,18.4,5.7,4.7,363.33,250.0,0.3119,Q4 (High Cost),Q4 (High Cost)
Virginia,Alexandria City,2015,8.3,89134,149315,58.1,15.6,17.4,4.0,4.9,380.0,250.0,0.3421,Q4 (High Cost),Q4 (High Cost)
Texas,Winkler County,2022,12.6,89155,7582,20.9,16.4,17.7,19.6,25.4,155.0,138.0,0.1097,Q3,Q3
New Jersey,Sussex County,2021,5.1,101645,144492,43.4,14.7,21.7,10.2,10.0,292.08,189.12,0.3525,Q4 (High Cost),Q4 (High Cost)
Maryland,Carroll County,2021,5.0,104708,172148,47.5,14.0,19.8,10.3,8.4,308.66,231.34,0.2505,Q4 (High Cost),Q4 (High Cost)
Texas,Brazoria County,2022,7.5,91972,374600,43.1,13.8,19.1,11.5,12.5,185.0,164.0,0.1135,Q4 (High Cost),Q4 (High Cost)
New York,Nassau County,2020,5.4,120036,1355683,47.4,15.8,22.9,6.3,7.6,337.67,292.67,0.1333,Q4 (High Cost),Q4 (High Cost)
New Jersey,Bergen County,2019,6.7,101144,930390,49.4,12.8,23.0,6.1,8.6,293.86,200.34,0.3182,Q4 (High Cost),Q4 (High Cost)
Virginia,Falls Church City,2009,2.0,113313,11233,63.7,10.8,19.8,3.3,2.5,302.0,190.0,0.3709,Q4 (High Cost),Q4 (High Cost)
Iowa,Dallas County,2021,5.7,93492,96604,53.4,11.4,19.6,6.7,8.9,194.18,130.2,0.3295,Q4 (High Cost),Q3
Maryland,Charles County,2019,6.3,100003,159428,42.0,17.9,21.7,9.7,8.6,279.24,215.6,0.2279,Q4 (High Cost),Q4 (High Cost)
North Dakota,Burke County,2021,5.5,97802,2177,37.9,18.5,16.8,11.8,15.0,203.88,149.36,0.2674,Q4 (High Cost),Q4 (High Cost)
Ohio,Delaware County,2020,4.8,111411,205454,55.8,12.4,20.2,4.0,7.6,270.0,181.84,0.3265,Q4 (High Cost),Q4 (High Cost)
Massachusetts,Plymouth County,2022,6.7,105387,529548,44.1,17.3,20.1,8.9,9.7,352.0,275.0,0.2188,Q4 (High Cost),Q4 (High Cost)
Georgia,Fayette County,2022,5.3,105910,119259,49.5,12.9,18.9,6.4,12.3,205.0,163.0,0.2049,Q4 (High Cost),Q4 (High Cost)
Ohio,Warren County,2022,5.1,103128,243189,50.8,12.5,20.0,6.1,10.5,295.0,200.0,0.322,Q4 (High Cost),Q4 (High Cost)
Michigan,Oakland County,2022,7.7,92620,1272264,52.6,12.9,19.5,5.2,9.8,196.37,275.49,-0.4029,Q4 (High Cost),Q4 (High Cost)
Texas,Martin County,2022,16.9,70217,5228,31.4,9.7,18.3,16.0,24.6,155.0,138.0,0.1097,Q3,Q3
New Jersey,Morris County,2017,4.6,107034,498847,51.0,12.9,23.9,5.3,6.9,282.77,177.16,0.3735,Q4 (High Cost),Q4 (High Cost)
California,Santa Clara County,2018,7.9,116178,1922200,53.1,14.9,17.5,6.1,8.4,401.76,290.46,0.277,Q4 (High Cost),Q4 (High Cost)
Maryland,Frederick County,2021,6.6,106129,267498,48.5,15.3,19.5,8.4,8.3,314.92,214.2,0.3198,Q4 (High Cost),Q4 (High Cost)
Virginia,Manassas Park City,2022,5.1,91673,17123,34.4,20.1,22.6,14.3,8.7,417.62,287.04,0.3127,Q4 (High Cost),Q4 (High Cost)
California,Alameda County,2020,9.3,104888,1661584,51.4,14.9,18.0,6.0,9.7,408.6,328.65,0.1957,Q4 (High Cost),Q4 (High Cost)
Texas,Williamson County,2022,6.3,102851,617396,50.5,12.8,22.0,6.5,8.3,202.0,181.0,0.104,Q4 (High Cost),Q4 (High Cost)
Minnesota,Hennepin County,2022,9.8,92595,1270787,53.9,13.3,18.8,3.9,10.1,390.0,205.0,0.4744,Q4 (High Cost),Q4 (High Cost)
Colorado,Park County,2022,6.8,85019,17597,43.9,15.5,17.9,13.3,9.3,386.1,251.45,0.3487,Q4 (High Cost),Q4 (High Cost)
Texas,Rockwall County,2020,3.8,105956,101175,48.5,13.3,23.3,6.7,8.3,187.25,163.15,0.1287,Q4 (High Cost),Q4 (High Cost)
California,Marin County,2018,7.6,110217,260295,54.7,14.4,20.1,5.7,5.2,417.78,315.69,0.2444,Q4 (High Cost),Q4 (High Cost)
New Jersey,Gloucester County,2022,7.5,99668,302621,44.6,13.6,22.5,8.4,10.9,303.63,189.2,0.3769,Q4 (High Cost),Q4 (High Cost)
New Jersey,Hunterdon County,2016,4.5,108177,125708,51.5,12.8,23.3,6.9,5.7,304.0,228.0,0.25,Q4 (High Cost),Q4 (High Cost)
Washington,King County,2020,8.4,99158,2225064,54.1,14.3,17.5,5.3,8.7,421.55,313.08,0.2573,Q4 (High Cost),Q4 (High Cost)
Texas,Collin County,2020,6.3,100541,1006038,54.4,12.1,22.1,4.9,6.5,187.25,163.15,0.1287,Q4 (High Cost),Q4 (High Cost)
Massachusetts,Norfolk County,2019,6.3,103291,700437,54.0,14.0,20.0,5.7,6.3,480.75,317.44,0.3397,Q4 (High Cost),Q4 (High Cost)
Virginia,Fairfax County,2016,6.0,114329,1132887,56.3,14.7,18.6,5.8,4.6,351.67,250.0,0.2891,Q4 (High Cost),Q4 (High Cost)
Virginia,Fairfax County,2014,6.0,112102,1117072,56.1,14.6,19.4,5.6,4.3,331.33,240.0,0.2756,Q4 (High Cost),Q4 (High Cost)
Louisiana,Ascension Parish,2022,9.9,93800,126973,39.5,12.6,21.9,10.1,15.9,150.0,142.32,0.0512,Q3,Q4 (High Cost)
Texas,Chambers County,2022,13.7,106103,47037,39.7,13.0,16.1,14.1,17.0,185.0,164.0,0.1135,Q4 (High Cost),Q4 (High Cost)
Minnesota,Carver County,2020,3.4,104011,103561,49.5,12.1,21.4,7.1,9.9,374.0,195.0,0.4786,Q4 (High Cost),Q4 (High Cost)
Alaska,Juneau City and Borough,2022,6.9,95711,32108,44.3,16.2,18.7,11.1,9.6,226.67,131.54,0.4197,Q4 (High Cost),Q3
Maryland,Montgomery County,2020,6.6,111812,1047661,57.3,14.8,16.4,5.7,5.8,396.35,272.46,0.3126,Q4 (High Cost),Q4 (High Cost)
Ohio,Delaware County,2019,4.8,106908,201135,54.1,12.2,22.0,3.9,7.7,257.5,172.75,0.3291,Q4 (High Cost),Q4 (High Cost)
Virginia,Fairfax County,2013,5.9,110292,1101071,55.9,14.5,19.6,5.7,4.3,322.67,230.0,0.2872,Q4 (High Cost),Q4 (High Cost)
Georgia,Oconee County,2022,4.5,116221,41978,53.3,11.5,19.4,6.5,9.3,143.0,130.0,0.0909,Q3,Q3
Maryland,Anne Arundel County,2020,5.7,103225,575421,49.0,14.6,20.6,7.8,8.1,296.36,224.46,0.2426,Q4 (High Cost),Q4 (High Cost)
Maryland,Harford County,2021,6.8,98495,259162,46.5,14.6,21.5,7.7,9.7,314.92,214.2,0.3198,Q4 (High Cost),Q4 (High Cost)
Minnesota,Washington County,2021,4.2,102258,264818,49.5,13.3,20.5,6.2,10.6,382.0,200.0,0.4764,Q4 (High Cost),Q4 (High Cost)
New Jersey,Somerset County,2017,4.8,106046,333316,52.2,12.7,22.7,5.3,7.2,287.59,201.17,0.3005,Q4 (High Cost),Q4 (High Cost)
Rhode Island,Kent County,2022,7.5,85732,170168,43.7,15.9,21.9,7.9,10.6,296.77,261.38,0.1193,Q4 (High Cost),Q4 (High Cost)
Virginia,Alexandria City,2011,7.8,82899,136968,58.4,14.4,17.7,4.9,4.7,295.5,222.5,0.247,Q4 (High Cost),Q4 (High Cost)
Virginia,York County,2022,4.7,105154,70238,54.4,12.8,17.1,7.4,8.2,211.41,158.37,0.2509,Q4 (High Cost),Q4 (High Cost)
Massachusetts,Middlesex County,2019,7.4,102603,1600842,57.0,13.9,17.4,5.2,6.5,457.39,287.5,0.3714,Q4 (High Cost),Q4 (High Cost)
Virginia,Fairfax County,2015,6.0,112552,1128722,56.1,14.9,19.2,5.5,4.4,340.0,250.0,0.2647,Q4 (High Cost),Q4 (High Cost)
Texas,Clay County,2022,9.1,75227,10290,36.6,10.1,22.6,12.8,17.9,130.0,117.0,0.1,Q2,Q3
Virginia,Fairfax County,2012,5.6,109383,1083770,55.8,14.2,19.7,5.9,4.4,314.0,220.0,0.2994,Q4 (High Cost),Q4 (High Cost)
California,San Mateo County,2018,7.0,113776,765935,48.5,17.0,20.3,6.0,8.3,422.66,301.85,0.2858,Q4 (High Cost),Q4 (High Cost)
New Hampshire,Rockingham County,2021,4.9,101683,312771,46.2,13.6,21.1,8.8,10.3,294.47,205.57,0.3019,Q4 (High Cost),Q4 (High Cost)
Maryland,St. Mary's County,2020,8.0,95864,113182,46.2,14.6,17.8,11.2,10.3,239.61,165.99,0.3072,Q4 (High Cost),Q4 (High Cost)
Texas,Fort Bend County,2022,6.9,109987,832607,51.3,12.5,20.8,6.1,9.2,185.0,164.0,0.1135,Q4 (High Cost),Q4 (High Cost)
Maryland,Montgomery County,2019,6.8,108820,1043530,56.3,15.6,16.7,5.9,5.5,387.47,264.87,0.3164,Q4 (High Cost),Q4 (High Cost)
Texas,Travis County,2022,11.3,92731,1289054,54.4,13.1,19.0,6.3,7.3,229.0,206.0,0.1004,Q4 (High Cost),Q4 (High Cost)
Virginia,Fairfax County,2011,5.5,108439,1064735,56.2,13.7,19.6,6.1,4.4,310.0,210.0,0.3226,Q4 (High Cost),Q4 (High Cost)
Ohio,Delaware County,2018,4.6,104322,197008,53.8,12.2,22.5,4.2,7.3,245.0,163.67,0.332,Q4 (High Cost),Q4 (High Cost)
Texas,Rockwall County,2019,4.7,100920,97175,48.5,12.8,23.7,7.2,7.9,184.4,160.63,0.1289,Q4 (High Cost),Q4 (High Cost)
North Carolina,Wake County,2022,8.2,96734,1132103,55.7,12.2,19.0,5.3,7.8,307.29,216.53,0.2954,Q4 (High Cost),Q4 (High Cost)
Colorado,Douglas County,2015,4.0,102964,306974,53.0,11.9,25.7,4.6,4.8,299.8,185.15,0.3824,Q4 (High Cost),Q4 (High Cost)
Maryland,Charles County,2018,6.1,95924,157671,42.2,17.4,22.7,9.1,8.6,264.52,207.72,0.2147,Q4 (High Cost),Q4 (High Cost)
Maryland,Calvert County,2018,5.1,104301,91082,41.3,16.0,20.9,13.1,8.7,264.52,207.72,0.2147,Q4 (High Cost),Q4 (High Cost)
Oregon,Washington County,2022,8.2,100121,599541,49.0,14.2,19.6,6.6,10.5,384.5,244.13,0.3651,Q4 (High Cost),Q4 (High Cost)
Iowa,Dallas County,2020,5.2,88368,90418,54.5,11.5,18.7,6.3,9.0,202.93,135.27,0.3334,Q4 (High Cost),Q3
Minnesota,Scott County,2021,4.6,109031,149568,43.5,13.9,21.4,8.1,13.2,382.0,200.0,0.4764,Q4 (High Cost),Q4 (High Cost)
New York,Nassau County,2019,5.6,116100,1356509,46.3,16.0,23.5,6.5,7.7,344.0,289.0,0.1599,Q4 (High Cost),Q4 (High Cost)
Connecticut,Middlesex County,2021,6.4,90833,164568,47.6,15.2,21.2,7.1,9.0,339.25,237.5,0.2999,Q4 (High Cost),Q4 (High Cost)
Virginia,Poquoson City,2020,5.0,100696,12121,49.9,11.0,19.1,8.9,11.0,211.67,170.0,0.1969,Q4 (High Cost),Q4 (High Cost)
Wisconsin,Washington County,2022,4.7,91915,136842,41.3,12.0,21.3,8.7,16.8,236.0,175.0,0.2585,Q4 (High Cost),Q4 (High Cost)
Iowa,Dallas County,2019,5.2,88479,87099,54.7,11.8,19.9,5.7,7.9,211.68,140.33,0.3371,Q4 (High Cost),Q4 (High Cost)
Hawaii,Kalawao County,2019,10.0,69375,66,23.1,42.3,21.2,1.9,11.5,290.77,155.77,0.4643,Q4 (High Cost),Q4 (High Cost)
New Jersey,Somerset County,2016,5.2,102405,331686,51.9,12.4,23.0,5.4,7.3,280.0,200.0,0.2857,Q4 (High Cost),Q4 (High Cost)
California,San Francisco County,2016,12.5,87701,850282,54.6,16.6,20.0,3.6,5.3,420.77,298.13,0.2915,Q4 (High Cost),Q4 (High Cost)
Tennessee,Williamson County,2020,4.7,111196,232380,56.0,11.4,22.5,4.5,5.6,198.33,145.0,0.2689,Q4 (High Cost),Q4 (High Cost)
Massachusetts,Norfolk County,2018,6.5,99511,698249,53.0,14.2,20.7,5.6,6.4,456.0,300.0,0.3421,Q4 (High Cost),Q4 (High Cost)
New Jersey,Morris County,2016,4.6,102798,498215,49.9,13.1,24.4,5.4,7.1,274.0,170.0,0.3796,Q4 (High Cost),Q4 (High Cost)
Minnesota,Olmsted County,2022,7.9,90420,162307,53.3,15.0,16.6,5.9,9.2,390.0,176.67,0.547,Q4 (High Cost),Q4 (High Cost)
Nebraska,Washington County,2022,8.0,89671,20884,43.0,13.2,20.2,12.2,11.5,187.25,107.5,0.4259,Q4 (High Cost),Q2
California,El Dorado County,2022,8.6,99246,191713,44.3,19.1,20.0,9.1,7.6,449.96,371.83,0.1736,Q4 (High Cost),Q4 (High Cost)
Wyoming,Campbell County,2022,9.5,93315,46857,33.2,13.4,15.4,22.5,15.6,132.72,149.94,-0.1297,Q2,Q4 (High Cost)
Colorado,Douglas County,2014,4.1,102626,299794,53.5,11.2,25.9,4.5,4.9,285.31,174.39,0.3888,Q4 (High Cost),Q4 (High Cost)
Texas,Collin County,2019,6.3,96913,973977,53.6,12.2,22.5,5.2,6.5,184.4,160.63,0.1289,Q4 (High Cost),Q4 (High Cost)
Maryland,Charles County,2017,6.9,93973,156021,42.2,17.1,24.7,8.6,7.4,249.81,199.85,0.2,Q4 (High Cost),Q4 (High Cost)
North Dakota,Williams County,2022,7.4,86139,39076,28.9,15.1,18.0,19.3,18.8,230.33,169.43,0.2644,Q4 (High Cost),Q4 (High Cost)
Kansas,Grant County,2022,5.3,84808,7336,22.8,16.3,20.4,26.6,13.9,95.6,98.4,-0.0293,Q1 (Low Cost),Q2
New York,Richmond County,2021,10.3,89427,493194,42.8,20.3,19.9,8.3,8.7,323.0,231.67,0.2828,Q4 (High Cost),Q4 (High Cost)
Virginia,Hanover County,2022,5.2,104678,110513,46.9,12.8,21.9,9.1,9.3,242.89,167.9,0.3087,Q4 (High Cost),Q4 (High Cost)
New Jersey,Monmouth County,2020,6.5,103523,620821,47.8,14.4,23.1,7.1,7.6,290.97,188.8,0.3511,Q4 (High Cost),Q4 (High Cost)
New York,Suffolk County,2021,6.6,111660,1522998,42.4,16.5,22.8,8.8,9.5,331.33,296.33,0.1056,Q4 (High Cost),Q4 (High Cost)
Virginia,York County,2010,3.9,81055,64846,50.6,13.2,22.1,7.4,6.9,177.0,125.0,0.2938,Q3,Q3
Virginia,Manassas City,2022,4.7,110559,42620,40.4,17.0,18.1,13.4,11.1,257.88,260.14,-0.0088,Q4 (High Cost),Q4 (High Cost)
Kentucky,Oldham County,2022,4.0,117334,67997,49.3,12.4,20.4,6.3,11.6,151.3,122.55,0.19,Q3,Q3
New Jersey,Burlington County,2021,6.2,95935,460102,46.8,13.8,22.6,6.5,10.2,294.39,190.61,0.3525,Q4 (High Cost),Q4 (High Cost)
Wisconsin,Ozaukee County,2022,4.5,92258,91745,49.6,13.0,18.7,6.0,12.7,236.0,175.0,0.2585,Q4 (High Cost),Q4 (High Cost)
Georgia,Forsyth County,2019,5.7,107218,228383,52.8,11.6,23.0,5.5,7.2,190.0,154.0,0.1895,Q4 (High Cost),Q4 (High Cost)
Illinois,Kendall County,2022,4.7,106358,132795,41.5,14.2,21.5,8.6,14.2,285.93,207.83,0.2731,Q4 (High Cost),Q4 (High Cost)
Texas,Montgomery County,2022,8.8,95946,629989,42.6,14.1,21.5,10.2,11.5,185.0,164.0,0.1135,Q4 (High Cost),Q4 (High Cost)
Kansas,Johnson County,2021,5.1,96059,605154,53.6,12.2,21.5,4.6,8.0,219.47,157.87,0.2807,Q4 (High Cost),Q4 (High Cost)
California,Alameda County,2019,9.9,99406,1656754,50.2,15.4,18.3,6.2,9.9,400.9,309.47,0.2281,Q4 (High Cost),Q4 (High Cost)
Wisconsin,Waukesha County,2021,4.9,94310,405332,49.0,12.4,21.7,6.2,10.7,291.75,220.0,0.2459,Q4 (High Cost),Q4 (High Cost)
Wisconsin,St. Croix County,2022,5.9,97950,93752,42.1,14.2,19.4,9.0,15.3,210.0,155.0,0.2619,Q4 (High Cost),Q4 (High Cost)
Virginia,Fairfax City,2018,8.7,111574,23865,54.8,16.7,18.6,5.9,4.1,375.0,250.0,0.3333,Q4 (High Cost),Q4 (High Cost)
Washington,King County,2019,8.9,94974,2195502,53.0,14.6,18.0,5.5,8.9,393.1,296.15,0.2466,Q4 (High Cost),Q4 (High Cost)
Connecticut,Hartford County,2022,10.6,84786,903772,46.0,15.4,20.8,6.2,11.5,330.0,240.0,0.2727,Q4 (High Cost),Q4 (High Cost)
New Jersey,Bergen County,2018,7.0,95837,929999,48.1,13.2,23.7,6.4,8.6,285.9,200.22,0.2997,Q4 (High Cost),Q4 (High Cost)
Minnesota,Sherburne County,2022,5.8,99431,97820,36.1,14.9,18.8,11.8,18.3,234.67,176.67,0.2472,Q4 (High Cost),Q4 (High Cost)
New York,Westchester County,2020,8.4,99489,968738,49.3,17.5,19.6,7.0,6.6,337.67,292.67,0.1333,Q4 (High Cost),Q4 (High Cost)
Maryland,Montgomery County,2018,6.9,106287,1040133,56.2,15.5,17.2,5.8,5.3,378.6,257.28,0.3204,Q4 (High Cost),Q4 (High Cost)
Texas,Llano County,2010,12.6,41969,18992,32.7,16.9,27.8,13.6,9.0,145.9,130.3,0.1069,Q3,Q3
Colorado,Pitkin County,2022,6.7,96123,17325,45.0,19.9,20.5,8.1,6.6,272.5,327.5,-0.2018,Q4 (High Cost),Q4 (High Cost)
Virginia,Essex County,2010,8.4,46235,10901,29.1,19.7,28.1,12.3,10.8,133.0,100.0,0.2481,Q2,Q2
Maryland,Charles County,2014,7.6,91910,150960,42.0,16.4,25.3,8.5,7.8,225.0,180.0,0.2,Q4 (High Cost),Q4 (High Cost)
New Jersey,Hunterdon County,2008,3.9,100947,129000,49.4,11.1,26.6,7.6,5.2,219.44,164.58,0.25,Q4 (High Cost),Q4 (High Cost)
Tennessee,Williamson County,2019,4.4,112962,225389,55.0,12.2,22.3,4.7,5.8,191.67,140.0,0.2696,Q4 (High Cost),Q3
Maryland,Baltimore County,2022,10.2,88157,850737,47.5,15.4,20.1,6.3,10.6,345.28,229.31,0.3359,Q4 (High Cost),Q4 (High Cost)
New Jersey,Middlesex County,2021,8.4,96883,858770,48.1,12.1,20.3,5.9,13.5,305.28,197.66,0.3525,Q4 (High Cost),Q4 (High Cost)
Massachusetts,Suffolk County,2022,17.0,87669,785443,51.8,18.5,17.8,4.4,7.4,590.0,320.0,0.4576,Q4 (High Cost),Q4 (High Cost)
Maryland,Charles County,2013,7.0,93160,148957,41.3,16.6,25.6,9.2,7.3,216.73,173.38,0.2,Q4 (High Cost),Q4 (High Cost)
Massachusetts,Nantucket County,2021,6.0,116571,13795,40.7,18.1,12.8,18.4,9.9,340.25,268.75,0.2101,Q4 (High Cost),Q4 (High Cost)
Pennsylvania,Chester County,2020,6.3,104161,521980,53.1,12.7,20.1,6.8,7.3,304.2,210.0,0.3097,Q4 (High Cost),Q4 (High Cost)
Iowa,Dallas County,2018,5.9,84790,84002,51.9,11.9,21.0,6.1,9.0,220.43,145.4,0.3404,Q4 (High Cost),Q4 (High Cost)
Minnesota,Carver County,2019,4.1,101496,101949,48.1,12.4,22.9,6.7,9.9,366.0,190.0,0.4809,Q4 (High Cost),Q4 (High Cost)
New Jersey,Sussex County,2020,5.2,96222,140996,41.9,15.0,23.2,9.8,10.2,279.67,190.29,0.3196,Q4 (High Cost),Q4 (High Cost)
California,Placer County,2020,7.1,93677,391799,48.6,15.5,22.2,6.5,7.1,344.21,228.99,0.3347,Q4 (High Cost),Q4 (High Cost)
Virginia,Poquoson City,2018,4.5,96831,12039,50.3,14.0,17.1,8.4,10.3,205.0,170.0,0.1707,Q4 (High Cost),Q4 (High Cost)
New Hampshire,Hillsborough County,2022,6.9,95112,422733,44.5,13.9,21.0,8.1,12.6,300.05,206.43,0.312,Q4 (High Cost),Q4 (High Cost)
Maryland,Frederick County,2020,6.8,100685,255955,47.9,16.3,19.3,8.5,8.0,304.89,206.87,0.3215,Q4 (High Cost),Q4 (High Cost)
Maryland,Anne Arundel County,2019,5.8,100798,571275,48.5,15.5,20.5,7.3,8.2,280.84,216.26,0.23,Q4 (High Cost),Q4 (High Cost)
Virginia,Poquoson City,2019,5.6,97118,12090,49.3,10.5,19.2,9.0,12.0,208.33,170.0,0.184,Q4 (High Cost),Q4 (High Cost)
Maryland,Charles County,2015,7.9,90607,152754,41.1,17.6,24.9,8.7,7.6,233.27,186.62,0.2,Q4 (High Cost),Q4 (High Cost)
Maryland,St. Mary's County,2019,8.1,89845,112290,45.8,14.9,17.8,11.7,9.7,232.18,160.62,0.3082,Q4 (High Cost),Q4 (High Cost)
California,Marin County,2017,8.1,104703,260814,53.8,14.4,21.5,5.7,4.6,419.28,308.43,0.2644,Q4 (High Cost),Q4 (High Cost)
Virginia,Stafford County,2020,5.5,112247,150185,48.2,16.1,19.9,8.3,7.6,221.67,188.33,0.1504,Q4 (High Cost),Q4 (High Cost)
Maryland,Calvert County,2017,5.7,100350,90824,41.0,15.0,23.0,13.0,8.1,249.81,199.85,0.2,Q4 (High Cost),Q4 (High Cost)
Texas,Collin County,2018,6.6,94192,944350,53.3,12.3,22.8,5.3,6.4,181.55,158.1,0.1292,Q4 (High Cost),Q4 (High Cost)
Maryland,Harford County,2020,6.8,94003,253736,45.9,14.9,21.7,7.4,10.0,304.89,206.87,0.3215,Q4 (High Cost),Q4 (High Cost)
Texas,Midland County,2022,10.8,90123,169393,38.2,12.6,22.2,14.2,12.7,155.0,138.0,0.1097,Q3,Q3
California,Santa Clara County,2017,8.6,106761,1911226,52.1,15.1,18.6,6.3,7.9,394.21,271.85,0.3104,Q4 (High Cost),Q4 (High Cost)
Washington,Snohomish County,2021,7.3,95618,820024,42.2,15.4,19.8,10.3,12.3,350.77,264.0,0.2474,Q4 (High Cost),Q4 (High Cost)
Massachusetts,Norfolk County,2017,6.5,95668,694389,52.8,14.0,21.6,5.7,6.0,447.33,308.33,0.3107,Q4 (High Cost),Q4 (High Cost)
Ohio,Warren County,2021,4.8,95709,239556,50.6,12.8,20.1,5.8,10.8,282.5,190.92,0.3242,Q4 (High Cost),Q4 (High Cost)
Florida,St. Johns County,2022,6.8,100020,278722,49.1,14.0,23.2,6.5,7.2,280.0,150.0,0.4643,Q4 (High Cost),Q4 (High Cost)
Minnesota,Anoka County,2022,6.3,95782,363985,39.3,14.7,21.6,8.5,16.0,390.0,165.0,0.5769,Q4 (High Cost),Q4 (High Cost)
Illinois,DuPage County,2021,6.1,100292,934094,48.1,12.6,22.6,5.4,11.2,352.0,220.0,0.375,Q4 (High Cost),Q4 (High Cost)
Pennsylvania,Montgomery County,2020,5.8,93518,827180,51.8,12.7,21.1,5.9,8.5,299.0,210.0,0.2977,Q4 (High Cost),Q4 (High Cost)
Minnesota,Dakota County,2021,5.5,93892,435863,45.7,14.4,21.3,6.7,11.9,382.0,200.0,0.4764,Q4 (High Cost),Q4 (High Cost)
Massachusetts,Essex County,2022,9.7,94378,806103,45.1,16.4,19.9,7.3,11.3,461.55,250.0,0.4583,Q4 (High Cost),Q4 (High Cost)
New York,Saratoga County,2021,6.4,90800,235010,48.2,14.4,20.9,7.3,9.3,280.0,228.33,0.1845,Q4 (High Cost),Q4 (High Cost)
New York,Nassau County,2018,5.7,111240,1356564,45.5,16.0,24.2,6.5,7.8,358.04,293.65,0.1798,Q4 (High Cost),Q4 (High Cost)
